49010,7,332,171,0
49010,7,231,293,0
40081,8,60,53,1
40084,8,308,410,1
40087,8,277,151,1
40090,8,45,400,1
40801,8,376,151,15
40801,8,279,126,15
40801,8,278,53,15
40801,8,208,126,15
40801,8,208,52,15
40801,8,142,126,15
40801,8,105,53,15
40811,8,377,152,15
40811,8,279,53,15
40811,8,208,53,15
40811,8,139,55,15
40821,8,277,151,15
40821,8,139,53,15
40821,8,276,54,5
40821,8,39,274,15
40821,8,105,274,15
40821,8,167,274,15
40821,8,38,337,15
40821,8,100,337,15
40821,8,165,337,15
40821,8,41,395,15
40821,8,97,397,15
40821,8,164,395,15
40841,8,39,276,25
40851,8,311,267,20
40851,8,373,267,20
40851,8,305,309,20
40851,8,374,308,20
40851,8,302,359,20
40851,8,372,357,20
40851,8,300,411,20
40851,8,431,270,5
40861,8,305,267,20
40861,8,397,270,20
40861,8,302,358,20
40861,8,400,355,5
40871,8,302,269,20
40871,8,398,269,20
40881,8,400,383,5
40881,8,98,337,5
40891,8,100,277,4
40891,8,139,53,1
40892,8,306,271,1
50003,8,383,430,5
40901,9,350,133,15
40901,9,232,130,15
40901,9,232,56,15
40901,9,107,127,15
40901,9,107,57,15
40901,9,101,195,15
40901,9,44,263,20
40901,9,126,264,20
40901,9,47,363,20
40901,9,123,359,20
40901,9,310,268,20
40911,9,235,133,20
40911,9,108,56,20
40911,9,102,129,20
40911,9,48,262,20
40911,9,310,268,20
40921,9,106,134,5
40921,9,106,57,5
40921,9,97,195,19
40921,9,48,264,20
40921,9,308,269,20
40921,9,379,269,20
40921,9,308,351,20
40921,9,376,351,20
40931,9,112,133,5
40931,9,110,57,5
40931,9,97,194,20
40931,9,45,264,5
40931,9,308,350,20
40931,9,378,351,20
40931,9,309,270,20
40931,9,378,269,20
40941,9,47,265,4
40951,9,306,269,1
50004,9,306,353,25
41101,11,46,139,15
41101,11,172,138,15
41101,11,196,40,15
41101,11,264,40,15
41101,11,43,222,15
41101,11,174,223,15
41101,11,270,301,15
41101,11,361,302,15
41101,11,297,369,15
41101,11,379,370,15
41111,11,45,140,15
41111,11,131,139,15
41111,11,223,138,15
41111,11,200,42,15
41111,11,275,302,15
41111,11,297,371,15
41121,11,197,40,15
41121,11,121,354,15
41121,11,253,264,15
41131,11,191,411,15
41131,11,104,421,20
41131,11,44,182,15
41141,11,120,354,15
41141,11,355,371,15
41141,11,421,324,15
41141,11,57,140,15
41141,11,175,258,15
41151,11,191,43,15
41151,11,277,304,15
41151,11,189,355,15
41151,11,49,342,15
41161,11,49,341,20
41161,11,121,356,20
41161,11,334,346,20
41161,11,122,182,15
41161,11,224,41,20
41171,11,120,354,1
41201,12,367,153,25
41201,12,122,92,25
41201,12,77,131,20
41201,12,304,128,20
41211,12,298,124,25
41211,12,75,93,25
41211,12,381,171,25
41211,12,309,58,19
41211,12,62,44,19
41212,12,378,86,1
41221,12,346,153,25
41221,12,215,61,25
41221,12,70,129,25
41221,12,349,389,19
41231,12,85,372,25
41231,12,289,368,25
41231,12,373,314,20
41231,12,49,363,19
41241,12,108,372,25
41241,12,247,389,25
41241,12,345,331,25
41251,12,128,368,15
41251,12,356,357,19
41251,12,85,325,15
41301,13,398,263,16
41301,13,316,175,16
41301,13,278,265,16
41301,13,205,406,16
41301,13,69,384,16
41311,13,384,174,5
41311,13,277,175,16
41311,13,204,172,5
41311,13,140,228,16
41311,13,72,364,16
41311,13,182,367,16
41311,13,47,32,20
41311,13,311,29,20
41311,13,216,36,20
41321,13,405,155,16
41321,13,390,264,5
41321,13,349,169,16
41321,13,228,266,16
41321,13,270,159,16
41321,13,45,266,5
41321,13,44,341,16
41321,13,185,332,16
41331,13,400,146,5
41331,13,223,150,16
41331,13,72,244,16
41331,13,195,297,16
41331,13,48,306,16
41341,13,261,150,5
41341,13,412,148,5
41341,13,40,240,5
41341,13,241,330,16
41341,13,125,277,16
41341,13,150,208,5
41351,13,311,44,19
41351,13,40,46,19
41351,13,163,53,20
41361,13,355,24,15
41361,13,34,33,19
41361,13,161,28,20
41371,13,340,159,1
41381,13,379,449,1
41601,16,54,176,20
41601,16,179,178,20
41601,16,326,44,20
41601,16,313,130,20
41601,16,98,188,6
41601,16,355,73,6
41602,16,98,188,1
41602,16,356,72,1
41603,16,104,365,3
41611,16,82,175,20
41611,16,240,165,20
41611,16,378,43,20
41611,16,427,314,20
41611,16,339,148,6
41611,16,200,184,6
41612,16,200,184,1
41612,16,339,148,1
41613,16,104,365,3
41621,16,122,171,20
41621,16,330,66,20
41621,16,425,338,20
41621,16,272,153,20
41621,16,275,170,6
41621,16,432,338,6
41622,16,432,338,1
41622,16,275,170,1
41623,16,104,365,3
41631,16,294,322,20
41631,16,282,400,20
41631,16,191,333,20
41631,16,281,355,6
41631,16,196,399,6
41641,16,206,329,20
41641,16,196,397,20
41641,16,193,338,6
41641,16,282,409,6
41651,16,281,355,1
41651,16,196,399,1
41661,16,193,338,1
41661,16,282,409,1
41671,16,163,323,1
49011,16,224,359,0
49011,16,424,319,0
49011,16,330,49,0
49011,16,328,113,0
49011,16,230,173,0
49011,16,112,171,0
40082,17,298,330,1
40085,17,50,375,1
40088,17,166,48,1
40091,17,44,147,1
41701,17,49,207,30
41701,17,168,41,30
41701,17,175,233,30
41701,17,162,155,30
41701,17,285,318,25
41711,17,48,161,24
41711,17,167,47,30
41711,17,195,234,24
41711,17,303,346,19
41721,17,49,134,19
41721,17,205,52,25
41721,17,148,233,19
41721,17,300,342,19
41731,17,50,347,50
41731,17,160,103,20
41731,17,47,144,20
41731,17,311,318,20
41731,17,149,245,20
41741,17,135,350,30
41741,17,57,388,26
41741,17,191,409,16
41741,17,51,352,16
41801,18,137,241,25
41801,18,299,264,25
41801,18,135,285,28
41801,18,252,327,28
41801,18,130,58,23
41801,18,350,271,29
41811,18,322,205,25
41811,18,220,243,15
41811,18,251,286,13
41811,18,250,401,13
41811,18,135,286,13
41811,18,128,195,39
41811,18,129,125,28
41811,18,350,274,28
41811,18,398,274,29
41821,18,322,150,25
41821,18,297,364,15
41821,18,130,54,39
41821,18,350,271,39
41821,18,130,147,28
41831,18,43,19,1
41831,18,36,17,1
41831,18,38,19,1
41841,18,322,148,28
41841,18,377,380,1
41841,18,228,48,1
41851,18,350,105,1
41852,18,349,105,1
41853,18,348,105,1
20239,19,48,299,1
29995,19,65,307,1
29996,19,327,327,1
29996,19,283,39,1
41901,19,77,337,24
41901,19,77,412,16
41901,19,77,338,16
41901,19,77,412,24
41901,19,134,410,24
41901,19,77,339,24
41901,19,136,342,19
41901,19,99,369,24
41901,19,62,330,19
41902,19,76,413,3
41902,19,77,339,3
41911,19,420,407,3
41911,19,205,149,3
41911,19,385,191,3
41912,19,43,19,20
41921,19,400,363,19
41921,19,173,103,8
41921,19,314,192,8
41921,19,398,416,8
41921,19,395,363,8
41921,19,174,146,10
41921,19,313,195,10
41921,19,147,67,10
41921,19,340,326,20
41931,19,397,436,16
41931,19,411,393,8
41931,19,392,363,12
41931,19,175,143,12
41931,19,395,187,12
41931,19,314,192,12
41931,19,249,145,12
41931,19,174,69,12
41931,19,228,61,12
41931,19,315,367,19
41931,19,318,416,19
41932,19,339,196,1
41932,19,392,379,1
41932,19,185,97,1
41941,19,367,62,1
41942,19,137,37,1
